% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=634170, Tue Jan 27 13:58:33 2026, <python>{}</python>
1 10 1.437774397259646 0 0 0.13826514851858054 0.1 0.08848012544477529
2 20 1.7016376339878034 0 0 0.15454650407574652 0.10000000000000003 0.1
3 30 1.6946657072710023 0 0 0.13089667876716535 0.08902623424527413 0.09999999999999999
4 40 1.8848292511437994 0 0 0.11160592751614329 0.09476238772909788 0.1
5 50 1.4817344005471678 0 0 0.06246049733478033 0.08164584297695239 0.08278759573114833
6 60 1.3920827610812423 0 0 0.045688410557316025 0.06910114802363795 0.09560210953792533
7 70 1.463111170637226 0 0 0.04187634237984407 0.06838835826451542 0.1
8 80 1.2168290211453376 0 0 0.028745114121663605 0.05592830962843682 0.08004730174069377
9 90 1.234396897296109 0 0 0.02365221142799623 0.06310518252023391 0.0768797904045177
10 100 1.2486577565580832 0 0 0.021211466162882282 0.07137204272697303 0.07829717211473904
11 110 1.0300729047262838 0 0 0.013560207812153998 0.05540614784086159 0.06592485518179612
12 120 1.3754825601191323 0 0 0.015795122044210217 0.06574423046554785 0.1
13 130 1.5883428912628963 0 0 0.014127387004784216 0.07571520321268992 0.1
14 140 1.3204204091702412 0 0 0.008739265451536988 0.06347456093510806 0.07850684714654187
15 150 1.1545146972126883 0 0 0.00605098215643363 0.049230051996850176 0.06965687492030374
16 160 1.201502142987175 0 0 0.005205711895026699 0.0536578493904669 0.07333500317989379
17 170 1.379640915415894 0 0 0.004568747097970858 0.07523653782695887 0.0785491089355495
18 180 1.519351700162354 0 0 0.00391768048661811 0.09140292579517308 0.08572762706607481
19 190 1.1846411376236963 0 0 0.002341448436898392 0.07314698290109763 0.06745925985524855
20 200 1.2183095824920942 0 0 0.002117521416748609 0.0853079120452198 0.060372242616889046
21 210 1.4790474580754642 0 0 0.002068510927872878 0.10000000000000002 0.08907997619063103
22 220 1.1616407475284292 0 0 0.0012061975895544667 0.07802854099496877 0.07701950651685074
23 230 1.188659689115466 0 0 0.0011339799380005859 0.08597473362264917 0.07234339586531571
24 240 0.9100242741094962 0 0 0.0008192009469861216 0.06312074454001616 0.049497880696758936
25 250 0.8542443255631209 0 0 0.0006065843589364495 0.06813521549145492 0.047999839134301954
26 260 0.767003360640351 0 0 0.0003978602444339893 0.06066497083695353 0.039384262551409796
27 270 0.6266249934649639 0 0 0.0002578161929146051 0.04594593005597986 0.031401421479046
28 280 0.48733732396626156 0 0 0.00014926298274125924 0.03479919448740637 0.025077927809852418
29 290 0.4117373349552704 0 0 0.0001004869172341467 0.02969074828699864 0.019374048129806035
30 300 0.39110485244482046 0 0 7.796924661613902e-05 0.02828937561326724 0.018834935494880488
31 310 0.2989296687540637 0 0 4.581612833846831e-05 0.019913195000380576 0.014536388904778975
32 320 0.2930566752535813 0 0 3.484030164437353e-05 0.020183157153020704 0.01469823323929071
33 330 0.290135598522918 0 0 2.679443230285268e-05 0.022052976130599533 0.013908613959962892
34 340 0.43329106845634896 0 0 3.5356830079723915e-05 0.037275825947937505 0.0224109555712541
35 350 0.5277014746246892 0 0 4.945572985476405e-05 0.04791002728189926 0.02415451597242512
36 360 0.4508462387423395 0 0 4.1521770917393844e-05 0.03826153522193617 0.02220971819796778
37 370 0.402818040802873 0 0 2.6668809441127118e-05 0.03397245132788936 0.01918068746305616
38 380 0.3145273016830407 0 0 1.741937846628377e-05 0.0269154722156931 0.012957184109094359
39 390 0.2979461764193578 0 0 1.4972077926525977e-05 0.02855635655875171 0.009980748487088638
40 400 0.24273292273605704 0 0 1.0116620138880703e-05 0.021377954708504707 0.0081020085251688
40 400 0.24273292273605704 0 0 1.0116620138880703e-05 0.021377954708504707 0.0081020085251688
